Order_ID,Order_Date,Order_Time,Order_Month,Order_DayOfWeek,Order_Status,Customer_ID,Customer_Name,Customer_Phone,Customer_Type,Delivery_Country,Delivery_City,Delivery_Area,Delivery_Address,Delivery_Latitude,Delivery_Longitude,Restaurant_ID,Restaurant_Brand,Restaurant_Category,Restaurant_Cuisine,Restaurant_Founded,Restaurant_Country,Restaurant_City,Restaurant_Area,Restaurant_Address,Restaurant_Latitude,Restaurant_Longitude,Restaurant_Rating,Restaurant_OnFoodpanda_Since,Restaurant_IsChain,Product_Name,Product_Category,Quantity,Unit_Price_USD,Unit_Cost_USD,Order_Subtotal_USD,Delivery_Fee_USD,Discount_USD,Promo_Code,Net_Order_Value_USD,Food_Cost_USD,Restaurant_Commission_USD,Packaging_Cost_USD,Rider_Salary_Cost_USD,Marketing_Cost_USD,Platform_Fee_USD,Gross_Revenue_USD,Total_Cost_USD,Gross_Profit_USD,Foodpanda_Net_Rev_USD,Profit_Margin_Pct,Payment_Method,Payment_Status,Rider_ID,Rider_Name,Delivery_Time_Min,On_Time,Rider_Rating,Customer_Rating,Panda_Pro_Member,App_Platform,Is_Late_Night_Order,Is_Weekend
FP-000609,2024-06-18,07:07,Jun-2024,Tuesday,Late Delivered,CUST-00229,Emily Sharma,+78182389284,New,Thailand,Chiang Mai,Nimman,"133 Lane 3, Nimman",18.781037,98.941243,REST-0068,Peri Peri,Casual Dining,Chicken,2012,Thailand,Chiang Mai,Nimman,16 Park Lane,18.801615,99.018485,3.8,2018,No,Chicken Wings 6pc,Chicken,2,10.98,3.21,21.96,3.65,3.53,PANDA20,22.08,6.42,3.35,0.37,1.19,1.03,0.63,25.61,9.01,13.07,5.04,51.03,Cash on Delivery,Paid,RIDER-0051,Hassan Kim,68,No,4.9,2.9,Yes,Web,No,No
FP-002911,2024-06-18,16:06,Jun-2024,Tuesday,Late Delivered,CUST-00064,Ahmed Chaudhry,+98103044648,Returning,Myanmar,Yangon,Sanchaung,"179 Block 5, Sanchaung",16.828024,96.161544,REST-0167,Burger King,Fast Food,American,1953,Myanmar,Yangon,Bahan,87 Food Ave,16.912083,96.229703,3.7,2022,Yes,Crispy Chicken Sandwich,American,3,6.33,1.62,18.99,1.41,3.98,DINNER25,16.42,4.86,3.25,0.34,0.8,1.05,0.75,20.4,7.05,9.37,3.22,45.93,Digital Wallet,Paid,RIDER-0043,Raj Khan,56,No,3.7,3.8,No,Android,No,No
FP-001163,2024-06-18,02:28,Jun-2024,Tuesday,Refunded,CUST-00343,John Yamamoto,+94117647321,Returning,Philippines,Cebu,Lahug,"282 Block 12, Lahug",10.313434,123.857328,REST-0118,Domino's,Fast Food,Italian,1960,Philippines,Cebu,IT Park,56 Food Ave,10.300421,123.92047,3.5,2021,Yes,Tiramisu,Italian,1,6.17,1.71,6.17,1.08,0.0,,7.25,1.71,0.85,0.19,1.94,0.21,0.23,7.25,4.05,3.2,-0.18,44.14,Credit Card,Refunded,RIDER-0129,Sofia Suzuki,65,No,3.9,2.2,No,Web,Yes,No
FP-000423,2024-06-19,01:48,Jun-2024,Wednesday,Delivered,CUST-00461,Raj Yamamoto,+68440405868,New,Thailand,Chiang Mai,Santitham,"207 Block 15, Santitham",18.79446,99.003665,REST-0070,Popeyes,Fast Food,American,1972,Thailand,Chiang Mai,Nimman,35 Commerce Blvd,18.791441,99.030016,4.8,2018,Yes,French Fries (L),American,1,4.79,1.44,4.79,3.26,1.4,NEWUSER30,6.65,1.44,0.98,0.24,1.93,0.2,0.1,8.05,3.81,2.84,1.97,35.28,Cash on Delivery,Paid,RIDER-0180,Fatima Park,55,No,3.7,2.2,No,iOS,Yes,No
FP-000080,2024-06-19,08:37,Jun-2024,Wednesday,Delivered,CUST-00608,Raj Yamamoto,+78856881618,Returning,Pakistan,Lahore,Model Town,"139 Avenue 14, Model Town",31.539236,74.320616,REST-0013,Burger King,Fast Food,American,1953,Pakistan,Lahore,Model Town,71 Park Lane,31.511134,74.301673,4.9,2016,Yes,French Fries (L),American,1,4.53,1.15,4.53,3.04,0.0,,7.57,1.15,0.71,0.21,2.03,0.15,0.09,7.57,3.54,4.03,1.45,53.24,Cash on Delivery,Paid,RIDER-0198,Maria Chaudhry,48,No,3.1,2.5,No,iOS,No,No
FP-003174,2024-06-19,18:46,Jun-2024,Wednesday,Delivered,CUST-00712,Fatima Patel,+70452313624,Returning,Bangladesh,Dhaka,Gulshan,"22 Avenue 1, Gulshan",23.823196,90.445597,REST-0031,Biryani House,Fast Food,Pakistani,2008,Bangladesh,Dhaka,Gulshan,147 Park Lane,23.76847,90.450114,3.5,2019,No,Zarda Rice,Pakistani,4,6.15,1.84,24.6,2.97,4.39,PANDA20,23.18,7.36,3.33,0.44,1.44,1.09,0.62,27.57,10.33,12.85,3.95,46.61,Credit Card,Paid,RIDER-0059,Raj Costa,36,Yes,4.6,3.6,No,iOS,No,No
FP-002938,2024-06-19,00:45,Jun-2024,Wednesday,Cancelled,CUST-00157,Siti Park,+99153432064,Returning,Myanmar,Yangon,Kamaryut,"45 Lane 10, Kamaryut",16.8705,96.188191,REST-0168,Momo Magic,Fast Food,Nepalese,2017,Myanmar,Yangon,Bahan,59 Market Rd,16.869162,96.209618,3.7,2021,No,Achar,Nepalese,2,2.36,0.69,4.72,1.44,0.7,SAVE15,5.46,1.38,0.68,0.12,1.18,0.21,0.16,6.16,2.89,2.57,0.77,41.72,Debit Card,Refunded,RIDER-0038,Ali Suzuki,0,N/A,2.9,,Yes,iOS,Yes,No
FP-002874,2024-06-19,08:35,Jun-2024,Wednesday,Late Delivered,CUST-00567,Sara Rahman,+81644725317,Loyal,Taiwan,Taipei,Da'an,"69 Street 4, Da'an",25.014496,121.576215,REST-0124,McDonald's,Fast Food,American,1940,Taiwan,Taipei,Zhongzheng,102 Commerce Blvd,25.006799,121.567388,3.3,2021,Yes,Chicken McNuggets 10pc,American,2,9.18,2.33,18.36,1.12,0.0,,19.48,4.66,2.59,0.54,2.35,1.05,0.65,19.48,8.6,10.88,0.42,55.85,Cash on Delivery,Paid,RIDER-0013,Kim Cruz,74,No,3.6,3.7,No,Android,No,No
FP-001775,2024-06-19,23:58,Jun-2024,Wednesday,Late Delivered,CUST-00415,Mei Yamamoto,+83488856231,Loyal,Pakistan,Lahore,DHA,"20 Avenue 7, DHA",31.530888,74.357835,REST-0018,Jollibee,Fast Food,Filipino,1978,Pakistan,Lahore,Model Town,3 Market Rd,31.507717,74.347601,3.3,2022,Yes,Spaghetti Jolly,Filipino,2,6.72,1.77,13.44,2.06,0.0,,15.5,3.54,1.63,0.33,2.05,0.62,0.41,15.5,6.54,8.96,1.1,57.81,Debit Card,Paid,RIDER-0077,Maria Wong,18,Yes,3.7,2.4,No,iOS,Yes,No
FP-002506,2024-06-19,07:14,Jun-2024,Wednesday,Delivered,CUST-00438,Juan Santos,+88194264587,New,Hong Kong,Hong Kong,Central,"33 Street 5, Central",22.356215,114.194412,REST-0143,Tim Hortons,Cafe,Coffee,1964,Hong Kong,Hong Kong,Tsim Sha Tsui,3 Food Ave,22.33391,114.208665,3.6,2021,Yes,Cappuccino,Coffee,1,10.0,3.06,10.0,3.41,0.0,FLASHDEAL,13.41,3.06,1.84,1.04,1.77,0.46,0.25,13.41,6.33,7.08,2.23,52.8,Digital Wallet,Paid,RIDER-0162,Hassan Malik,21,Yes,4.7,4.3,No,Android,No,No
FP-001375,2024-06-19,20:04,Jun-2024,Wednesday,Refunded,CUST-00204,Aisha Silva,+92779919809,New,Myanmar,Yangon,Sanchaung,"186 Lane 13, Sanchaung",16.880251,96.183216,REST-0169,Pad Thai Street,Fast Food,Thai,2010,Myanmar,Yangon,Sanchaung,187 Commerce Blvd,16.864311,96.222582,4.2,2016,No,Satay Chicken,Thai,2,6.78,2.22,13.56,2.3,0.0,,15.86,4.44,2.78,0.21,0.79,0.88,0.41,15.86,6.32,9.54,3.61,60.15,Debit Card,Refunded,RIDER-0019,Tariq Khan,53,No,4.4,3.9,No,iOS,No,No
FP-001580,2024-06-20,02:41,Jun-2024,Thursday,Delivered,CUST-00722,David Santos,+96161994392,New,Cambodia,Phnom Penh,BKK1,"126 Lane 17, BKK1",11.601711,104.907536,REST-0157,Domino's,Fast Food,Italian,1960,Cambodia,Phnom Penh,Toul Kork,134 Commerce Blvd,11.532751,104.886098,4.8,2021,Yes,Caesar Salad,Italian,1,6.89,1.92,6.89,2.62,0.0,,9.51,1.92,1.51,0.32,0.92,0.34,0.15,9.51,3.5,6.01,2.7,63.2,Cash on Delivery,Paid,RIDER-0056,Wei Wang,60,No,3.0,4.2,No,Android,Yes,No
FP-002945,2024-06-20,06:07,Jun-2024,Thursday,Delivered,CUST-00573,Raj Costa,+81823494111,Loyal,Thailand,Bangkok,Chatuchak,"262 Block 2, Chatuchak",13.758925,100.539598,REST-0054,Crispy Wings,Fast Food,American,2016,Thailand,Bangkok,Silom,30 Food Ave,13.718696,100.502598,4.3,2019,No,BBQ Bacon Burger,American,1,11.53,3.5,11.53,1.5,0.0,,13.03,3.5,1.76,0.42,2.29,0.52,0.45,13.03,6.73,6.3,0.48,48.35,Digital Wallet,Paid,RIDER-0179,Sara Liu,27,Yes,2.8,4.3,No,Android,No,No
FP-001862,2024-06-20,12:13,Jun-2024,Thursday,Cancelled,CUST-00748,John Malik,+61420364823,Returning,Pakistan,Lahore,Gulberg,"201 Block 5, Gulberg",31.51192,74.387865,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Beef Nihari,Pakistani,2,11.38,3.52,22.76,2.0,0.0,,24.76,7.04,3.28,0.3,2.02,1.27,0.53,24.76,10.63,14.13,2.22,57.07,Debit Card,Refunded,RIDER-0113,David Wang,0,N/A,3.8,,No,Android,No,No
FP-002795,2024-06-20,09:38,Jun-2024,Thursday,Delivered,CUST-00041,David Tan,+91761051532,Loyal,Bangladesh,Chittagong,Nasirabad,"138 Street 3, Nasirabad",22.328027,91.837489,REST-0043,La Mexicana,Casual Dining,Mexican,2013,Bangladesh,Chittagong,Nasirabad,164 Main St,22.360163,91.86123,3.4,2017,No,Enchiladas,Mexican,3,12.06,3.46,36.18,0.79,3.13,WEEKEND10,33.84,10.38,5.93,0.18,2.15,1.94,1.01,36.97,14.65,19.19,3.46,51.91,Debit Card,Paid,RIDER-0010,Emily Ahmed,46,No,3.6,2.0,No,Android,No,No
FP-000550,2024-06-20,22:11,Jun-2024,Thursday,Late Delivered,CUST-00350,Aisha Wang,+86301126777,New,Thailand,Bangkok,Chatuchak,"58 Block 18, Chatuchak",13.77903,100.538949,REST-0058,BBQ Tonight,Casual Dining,Korean,2007,Thailand,Bangkok,Silom,153 Market Rd,13.769344,100.521082,4.2,2019,No,Korean Fried Chicken,Korean,1,14.96,4.57,14.96,3.63,1.26,WEEKEND10,17.33,4.57,3.01,0.23,1.81,0.6,0.41,18.59,7.21,10.12,4.41,54.44,Credit Card,Paid,RIDER-0148,Lena Cruz,55,No,4.0,3.0,No,Android,Yes,No
FP-003476,2024-06-20,21:16,Jun-2024,Thursday,Delivered,CUST-00516,Carlos Park,+66154337019,Loyal,Singapore,Singapore,Tanjong Pagar,"180 Block 7, Tanjong Pagar",1.316569,103.819303,REST-0076,Seafood Bay,Casual Dining,Seafood,2006,Singapore,Singapore,Orchard,12 Main St,1.288534,103.834374,4.3,2022,No,Prawn Tempura,Seafood,2,27.85,9.41,55.7,2.8,0.0,,58.5,18.82,9.23,0.7,1.65,2.13,1.82,58.5,23.3,35.2,9.37,60.17,Debit Card,Paid,RIDER-0171,Anusha Ahmed,67,No,4.3,3.2,Yes,iOS,No,No
FP-001320,2024-06-20,03:29,Jun-2024,Thursday,Late Delivered,CUST-00062,John Santos,+74452788129,Returning,Pakistan,Islamabad,G-9,"104 Block 14, G-9",33.737644,73.081807,REST-0029,Dunkin',Cafe,Coffee,1950,Pakistan,Islamabad,G-9,93 Food Ave,33.679152,73.134296,3.4,2016,Yes,Espresso,Coffee,3,4.18,1.35,12.54,0.57,0.0,PANDAPRO,13.11,4.05,1.7,0.41,2.02,0.85,0.43,13.11,7.33,5.78,-0.58,44.09,Credit Card,Paid,RIDER-0035,Tariq Chaudhry,70,No,5.0,3.1,No,Android,No,No
FP-003008,2024-06-21,00:09,Jun-2024,Friday,Delivered,CUST-00740,Emma Khan,+65833076128,New,Bangladesh,Dhaka,Banani,"101 Lane 16, Banani",23.768309,90.439282,REST-0039,The Tandoor,Casual Dining,Indian,2003,Bangladesh,Dhaka,Dhanmondi,52 Park Lane,23.799294,90.371389,4.9,2017,No,Paneer Butter Masala,Indian,3,10.72,2.92,32.16,3.13,0.0,,35.29,8.76,5.5,0.55,1.64,1.39,0.86,35.29,12.34,22.95,5.91,65.03,Debit Card,Paid,RIDER-0132,Maria Suzuki,38,Yes,3.7,2.0,No,iOS,Yes,No
FP-000929,2024-06-21,03:52,Jun-2024,Friday,Late Delivered,CUST-00151,Priya Singh,+70497341481,Returning,Cambodia,Phnom Penh,BKK1,"176 Street 16, BKK1",11.557864,104.892217,REST-0156,Starbucks,Cafe,Coffee,1971,Cambodia,Phnom Penh,Toul Kork,139 Commerce Blvd,11.576747,104.888571,4.9,2020,Yes,Cold Brew,Coffee,3,4.9,1.75,14.7,0.51,0.0,LUNCHSPECIAL,15.21,5.25,2.97,0.39,0.73,0.67,0.39,15.21,7.04,8.17,2.08,53.71,Cash on Delivery,Paid,RIDER-0103,Siti Santos,65,No,4.4,3.7,Yes,Web,No,No
FP-000160,2024-06-21,07:49,Jun-2024,Friday,Delivered,CUST-00211,Hassan Wang,+71746820987,Loyal,Malaysia,Kuala Lumpur,Mont Kiara,"114 Avenue 17, Mont Kiara",3.180145,101.719628,REST-0090,Biryani House,Fast Food,Pakistani,2008,Malaysia,Kuala Lumpur,KLCC,62 Commerce Blvd,3.195467,101.699489,4.3,2016,No,Dal Chawal,Pakistani,3,6.72,2.07,20.16,0.74,0.0,,20.9,6.21,4.39,0.49,1.44,0.62,0.74,20.9,8.76,12.14,3.32,58.09,Debit Card,Paid,RIDER-0171,Anusha Ahmed,33,Yes,3.3,3.3,Yes,Android,No,No
FP-003415,2024-06-21,19:27,Jun-2024,Friday,Late Delivered,CUST-00553,Mei Wong,+69313736772,Loyal,Hong Kong,Hong Kong,Tsim Sha Tsui,"149 Avenue 6, Tsim Sha Tsui",22.271926,114.132578,REST-0144,TGI Fridays,Casual Dining,American,1965,Hong Kong,Hong Kong,Central,185 Main St,22.276779,114.145666,3.3,2019,Yes,Loaded Fries,American,3,13.73,4.5,41.19,6.48,9.38,DINNER25,38.29,13.5,8.44,0.58,3.14,1.8,0.83,47.67,19.02,19.27,10.23,40.42,Debit Card,Paid,RIDER-0140,Hassan Yamamoto,57,No,5.0,4.6,No,Web,No,No
FP-003560,2024-06-21,01:38,Jun-2024,Friday,Late Delivered,CUST-00168,Reza Kim,+93816328133,Loyal,Bangladesh,Chittagong,Nasirabad,"158 Street 14, Nasirabad",22.316046,91.837889,REST-0042,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Chittagong,GEC,140 Main St,22.38235,91.866963,4.5,2018,No,Chicken Wings 6pc,Chicken,3,9.27,2.63,27.81,1.83,0.0,,29.64,7.89,3.84,0.53,1.91,0.85,0.86,29.64,11.18,18.46,3.24,62.28,Cash on Delivery,Paid,RIDER-0154,Nina Wong,65,No,4.1,4.8,Yes,iOS,Yes,No
FP-001621,2024-06-21,21:33,Jun-2024,Friday,Cancelled,CUST-00503,Raj Wang,+90598690974,Loyal,Singapore,Singapore,Bugis,"2 Block 6, Bugis",1.245823,103.808028,REST-0080,Sushi King,Casual Dining,Japanese,1995,Singapore,Singapore,Marina,110 Main St,1.270551,103.869944,4.4,2016,Yes,Gyudon Beef Bowl,Japanese,1,17.8,5.2,17.8,3.68,0.0,,21.48,5.2,3.58,0.75,3.0,0.77,0.51,21.48,9.72,11.76,3.25,54.75,Credit Card,Refunded,RIDER-0198,Maria Chaudhry,0,N/A,2.8,,No,Android,No,No
FP-003248,2024-06-21,00:13,Jun-2024,Friday,Delivered,CUST-00003,Reza Tan,+93638798023,Loyal,Thailand,Chiang Mai,Santitham,"168 Street 17, Santitham",18.766315,98.981204,REST-0063,Hardee's,Fast Food,American,1960,Thailand,Chiang Mai,Old City,141 Park Lane,18.796565,99.017255,3.4,2016,Yes,Onion Rings,American,1,4.15,1.12,4.15,2.45,1.22,NEWUSER30,5.38,1.12,0.51,0.6,1.77,0.28,0.14,6.6,3.77,1.61,0.45,24.39,Debit Card,Paid,RIDER-0115,Nina Park,69,No,3.5,2.6,No,iOS,Yes,No
FP-002137,2024-06-21,21:26,Jun-2024,Friday,Late Delivered,CUST-00020,Sofia Malik,+84983063850,Loyal,Philippines,Cebu,IT Park,"220 Avenue 7, IT Park",10.31587,123.860925,REST-0111,Din Tai Fung,Fine Dining,Chinese,1958,Philippines,Cebu,IT Park,134 Commerce Blvd,10.297983,123.85439,4.4,2018,Yes,Fried Rice (Yangzhou),Chinese,4,8.16,2.51,32.64,3.15,0.0,FREEDELIVERY,35.79,10.04,6.1,0.47,0.83,1.44,1.16,35.79,12.78,23.01,7.67,64.29,Digital Wallet,Paid,RIDER-0194,Wei Yamamoto,27,Yes,4.6,4.9,No,iOS,No,No
FP-002828,2024-06-21,07:45,Jun-2024,Friday,Late Delivered,CUST-00725,Thanh Santos,+61525146690,Returning,Taiwan,Taichung,Beitun,"58 Avenue 19, Beitun",24.114503,120.645975,REST-0140,La Mexicana,Casual Dining,Mexican,2013,Taiwan,Taichung,Beitun,58 Park Lane,24.164918,120.63742,4.6,2019,No,Beef Tacos 3pc,Mexican,1,11.42,3.21,11.42,1.83,0.0,,13.25,3.21,1.75,0.47,1.14,0.67,0.39,13.25,5.49,7.76,1.69,58.57,Digital Wallet,Paid,RIDER-0069,Omar Patel,19,Yes,3.8,3.5,No,iOS,No,No
FP-001158,2024-06-21,15:20,Jun-2024,Friday,Delivered,CUST-00265,Emma Ahmed,+65432411019,Loyal,Pakistan,Lahore,DHA,"192 Block 20, DHA",31.544085,74.31492,REST-0011,Crispy Wings,Fast Food,American,2016,Pakistan,Lahore,DHA,96 Main St,31.485103,74.321872,4.3,2021,No,Loaded Fries,American,2,6.13,1.81,12.26,0.98,0.0,,13.24,3.62,2.16,0.41,1.26,0.76,0.28,13.24,6.05,7.19,0.99,54.31,Cash on Delivery,Paid,RIDER-0148,Lena Cruz,70,No,3.7,2.6,No,Android,No,No
FP-003059,2024-06-21,08:15,Jun-2024,Friday,Delivered,CUST-00444,Maria Khan,+71952225000,New,Singapore,Singapore,Tanjong Pagar,"247 Street 17, Tanjong Pagar",1.291405,103.877637,REST-0077,Pho Saigon,Casual Dining,Vietnamese,2009,Singapore,Singapore,Marina,113 Commerce Blvd,1.285958,103.812424,3.2,2019,No,Grilled Pork Rice,Vietnamese,4,15.48,4.79,61.92,1.32,0.0,FREEDELIVERY,63.24,19.16,12.92,0.69,2.85,3.12,1.66,63.24,25.82,37.42,9.24,59.17,Cash on Delivery,Paid,RIDER-0176,Sara Wang,69,No,3.1,3.4,No,Android,No,No
FP-000869,2024-06-21,21:01,Jun-2024,Friday,Cancelled,CUST-00317,Ji Park,+61545492166,Returning,Pakistan,Karachi,Clifton,"152 Lane 20, Clifton",24.905728,66.992848,REST-0002,Domino's,Fast Food,Italian,1960,Pakistan,Karachi,Clifton,179 Park Lane,24.884688,67.035433,4.4,2019,Yes,Penne Arrabbiata,Italian,1,10.33,2.71,10.33,1.26,0.0,FLASHDEAL,11.59,2.71,1.79,0.47,0.81,0.62,0.3,11.59,4.61,6.98,1.45,60.22,Debit Card,Refunded,RIDER-0057,Emily Cruz,0,N/A,4.7,,Yes,Android,No,No
FP-002667,2024-06-21,06:08,Jun-2024,Friday,Late Delivered,CUST-00075,Priya Park,+86664880035,Loyal,Pakistan,Lahore,DHA,"81 Block 7, DHA",31.519135,74.308458,REST-0020,Biryani House,Fast Food,Pakistani,2008,Pakistan,Lahore,Model Town,122 Food Ave,31.491142,74.386812,3.3,2016,No,Chapli Kabab,Pakistani,1,7.24,2.29,7.24,1.72,0.0,FLASHDEAL,8.96,2.29,1.29,0.31,1.03,0.44,0.17,8.96,4.07,4.89,1.4,54.58,Digital Wallet,Paid,RIDER-0025,Ji Cruz,74,No,3.7,3.3,No,Android,No,No
FP-003092,2024-06-22,01:39,Jun-2024,Saturday,Cancelled,CUST-00240,Nina Costa,+66970768982,New,Bangladesh,Dhaka,Dhanmondi,"41 Lane 18, Dhanmondi",23.805425,90.405536,REST-0040,La Mexicana,Casual Dining,Mexican,2013,Bangladesh,Dhaka,Dhanmondi,119 Market Rd,23.828171,90.41501,3.9,2018,No,Enchiladas,Mexican,2,10.61,3.01,21.22,0.97,4.21,PANDA20,17.98,6.02,4.06,0.45,1.49,1.33,0.74,22.19,9.29,8.69,2.5,39.16,Credit Card,Refunded,RIDER-0197,John Ali,0,N/A,4.3,,Yes,iOS,Yes,Yes
FP-001234,2024-06-22,13:31,Jun-2024,Saturday,Delivered,CUST-00355,Maria Costa,+92695016134,Returning,Pakistan,Karachi,Gulshan,"196 Street 16, Gulshan",24.882367,67.049865,REST-0005,Pizza Hut,Fast Food,Italian,1958,Pakistan,Karachi,Clifton,95 Food Ave,24.856949,67.043973,3.9,2020,Yes,BBQ Chicken Pizza,Italian,1,12.97,3.9,12.97,1.12,0.0,,14.09,3.9,2.34,0.4,1.04,0.43,0.5,14.09,5.77,8.32,2.09,59.05,Credit Card,Paid,RIDER-0177,Fatima Chen,64,No,3.8,4.7,Yes,iOS,No,Yes
FP-003244,2024-06-22,23:47,Jun-2024,Saturday,Delivered,CUST-00558,Priya Wong,+81963251765,Returning,Pakistan,Karachi,DHA,"187 Street 19, DHA",24.867456,66.97464,REST-0002,Domino's,Fast Food,Italian,1960,Pakistan,Karachi,Clifton,179 Park Lane,24.884688,67.035433,4.4,2019,Yes,Pasta Carbonara,Italian,5,12.05,3.76,60.25,2.81,0.0,,63.06,18.8,8.9,0.41,1.32,3.39,2.38,63.06,23.92,39.14,8.97,62.07,Debit Card,Paid,RIDER-0032,Sofia Chaudhry,42,No,2.9,2.5,No,iOS,Yes,Yes
FP-002269,2024-06-22,20:52,Jun-2024,Saturday,Delivered,CUST-00587,Mei Hassan,+67304853117,Loyal,Pakistan,Islamabad,Blue Area,"14 Block 3, Blue Area",33.70217,73.077951,REST-0029,Dunkin',Cafe,Coffee,1950,Pakistan,Islamabad,G-9,93 Food Ave,33.679152,73.134296,3.4,2016,Yes,Iced Matcha Latte,Coffee,1,6.43,1.79,6.43,1.35,1.33,DINNER25,6.45,1.79,1.35,0.22,2.15,0.35,0.24,7.78,4.51,1.94,0.22,24.94,Debit Card,Paid,RIDER-0106,Juan Ali,60,No,3.5,3.0,No,Web,No,Yes
FP-001684,2024-06-22,17:34,Jun-2024,Saturday,Cancelled,CUST-00229,Emily Sharma,+78182389284,Loyal,Pakistan,Lahore,DHA,"108 Street 9, DHA",31.486443,74.373032,REST-0014,Domino's,Fast Food,Italian,1960,Pakistan,Lahore,DHA,46 Main St,31.520222,74.369786,4.8,2020,Yes,Lasagne,Italian,1,11.61,3.52,11.61,1.92,2.79,DINNER25,10.74,3.52,1.61,0.22,1.26,0.68,0.39,13.53,5.68,5.06,1.76,37.4,Cash on Delivery,Refunded,RIDER-0198,Maria Chaudhry,0,N/A,3.3,,No,Android,No,Yes
FP-003483,2024-06-22,20:17,Jun-2024,Saturday,Delivered,CUST-00002,Ali Yamamoto,+94492836532,Returning,Hong Kong,Hong Kong,Tsim Sha Tsui,"124 Street 15, Tsim Sha Tsui",22.360449,114.188066,REST-0144,TGI Fridays,Casual Dining,American,1965,Hong Kong,Hong Kong,Central,185 Main St,22.276779,114.145666,3.3,2019,Yes,Vanilla Milkshake,American,2,11.44,3.69,22.88,3.46,0.0,,26.34,7.38,3.67,0.59,3.6,0.74,0.75,26.34,12.31,14.03,2.95,53.26,Credit Card,Paid,RIDER-0020,Aisha Cruz,45,No,4.4,3.8,No,iOS,No,Yes
FP-000983,2024-06-22,10:57,Jun-2024,Saturday,Delivered,CUST-00459,Sofia Cruz,+86984053945,Returning,Pakistan,Islamabad,F-7,"241 Block 1, F-7",33.751223,73.064832,REST-0023,Wok & Roll,Fast Food,Chinese,2009,Pakistan,Islamabad,F-7,129 Food Ave,33.74905,73.108931,3.3,2019,No,Mapo Tofu,Chinese,3,9.85,2.84,29.55,1.86,0.0,LUNCHSPECIAL,31.41,8.52,4.35,0.38,1.05,1.22,1.01,31.41,11.17,20.24,4.57,64.44,Credit Card,Paid,RIDER-0189,Fatima Wang,55,No,3.7,4.1,No,Web,No,Yes
FP-000746,2024-06-22,08:49,Jun-2024,Saturday,Cancelled,CUST-00242,Min Chaudhry,+65641755366,Returning,Pakistan,Karachi,Gulshan,"199 Block 14, Gulshan",24.829699,67.03312,REST-0003,Ichiban Boshi,Casual Dining,Japanese,1993,Pakistan,Karachi,DHA,98 Commerce Blvd,24.901513,67.015208,4.1,2018,Yes,Gyoza 6pc,Japanese,1,7.34,2.37,7.34,1.23,0.64,WEEKEND10,7.93,2.37,0.95,0.27,1.01,0.25,0.23,8.57,3.9,4.03,0.88,47.02,Credit Card,Refunded,RIDER-0141,Ji Khan,0,N/A,3.1,,Yes,iOS,No,Yes
FP-002846,2024-06-22,08:51,Jun-2024,Saturday,Refunded,CUST-00783,Sofia Tan,+93442238518,Returning,Singapore,Singapore,Marina,"230 Street 16, Marina",1.295855,103.875525,REST-0071,Tim Hortons,Cafe,Coffee,1964,Singapore,Singapore,Tanjong Pagar,116 Main St,1.30324,103.862781,4.3,2022,Yes,Espresso,Coffee,2,7.77,2.46,15.54,5.11,0.0,,20.65,4.92,2.57,0.43,3.44,0.81,0.37,20.65,9.6,11.05,3.37,53.51,Credit Card,Refunded,RIDER-0058,Mei Chen,33,Yes,3.2,3.2,Yes,iOS,No,Yes
FP-001696,2024-06-23,17:32,Jun-2024,Sunday,Delivered,CUST-00422,Thanh Santos,+68668503222,Loyal,Singapore,Singapore,Bugis,"115 Street 9, Bugis",1.264819,103.847496,REST-0080,Sushi King,Casual Dining,Japanese,1995,Singapore,Singapore,Marina,110 Main St,1.270551,103.869944,4.4,2016,Yes,Gyudon Beef Bowl,Japanese,4,19.19,5.55,76.76,3.41,0.0,PANDAPRO,80.17,22.2,14.52,0.84,3.02,2.35,2.92,80.17,28.41,51.76,14.64,64.56,Credit Card,Paid,RIDER-0168,Priya Patel,64,No,3.7,2.8,Yes,Android,No,Yes
FP-002796,2024-06-23,21:09,Jun-2024,Sunday,Late Delivered,CUST-00563,Fatima Hassan,+99442019016,Loyal,Taiwan,Taichung,Beitun,"141 Block 20, Beitun",24.105003,120.645647,REST-0136,Starbucks,Cafe,Coffee,1971,Taiwan,Taichung,Xitun,88 Market Rd,24.19179,120.640146,4.8,2022,Yes,Bagel & Cream Cheese,Coffee,4,6.49,2.07,25.96,3.21,5.33,DINNER25,23.84,8.28,4.78,0.32,1.75,0.96,0.82,29.17,11.31,12.53,5.78,42.96,Credit Card,Paid,RIDER-0182,Fatima Sharma,45,No,4.2,4.8,No,Web,No,Yes
